标题,关键字
基于微信的图片打印分享平台,"['图片打印', '电子支付', 'PyQt4', '自动化管理', '分享平台']"
国际眼光电影的内容分级之于华莱坞的可持续发展,"['华莱坞', '可持续发展', '媒介生态', '内容分级', '泛稚化', '成人动画']"
基于VR技术的校园浏览APP的研究与开发,"['全景图', '全景视频', 'VR', 'APP', '虚拟校园']"
培训机构教务管理平台的设计与实现,"['教育培训', '跨平台', '设计实现']"
基于Android客户端和web服务器的生物电理疗仪日志管理系统,"['Android客户端', 'web服务器', '移动医疗', '日志管理系统']"
灭火救援管理系统的设计与实现,"['灭火救援', 'Django框架', 'MySQL', '信息化']"
基于python的在线评测系统的设计,"['在线评测', 'OJ', 'django']"
基于Django的植保无人机飞行监视系统,"['植物无人机', 'Django', '监视平台', '精准农业']"
现代网络教育交互式教学平台的设计与实现,"['交互式教学平台', '课程评价体系', '自动分组算法', 'MVC模式', 'B/S结构']"
跨区域多园区的云计算管理平台,"['跨区域', '多园区', '云计算']"
用于水资源保护的网络地理信息系统的开发与优化,"['计算机技术', '万维网', '地理信息系统', '水资源保护', 'Django', '数据库']"
AToT模型可视化工具开发,"['LDA模型', 'AToT模型', '可视化', 'Django']"
基于流量分析的手机应用识别系统的设计与实现,"['手机应用识别', '深度包检测技术', '流量分析', 'AC算法']"
昆汀塔伦蒂诺电影的存在主义风格,"['昆汀·塔伦蒂诺', '电影', '存在主义']"
一种基于LBS的O2O解谜类游戏框架的设计与实现,"['O2O', 'LBS', '推荐系统', 'IOS']"
基于嵌入式的水上VHF自动播报系统的设计,"['嵌入式', 'VHF', 'TTS', '自动播发']"
基于Django框架的智能商务监控系统的设计,"['电子商务', '爬虫', '文本相似度', '云计算']"
解析昆汀塔伦蒂诺电影中的暴力,"['昆汀·塔伦蒂诺', '暴力游戏', '黑色幽默']"
基于Django的博客系统开发研究,"['Python语言', 'Flask应用框架', 'Web编程']"
基于Django的运维自动化系统设计,"['Django', '框架', '运维自动化']"
基于云平台的健康监测系统的设计与创新,"['云平台', '移动医疗', 'Android']"
基于Django的在线考试系统的设计与实现,"['Django', '在线考试系统', 'web']"
Django框架中通用类视图的用法,"['Django', '类', 'Web']"
基于GAE和Azure云平台的可移植性研究,"['平台即服务', '可移植性', '谷歌互联网应用服务引擎(GAE)', '微软云计算平台(Azure)']"
某部队党务信息管理系统的设计与实现,"['党务管理', '信息化办公', '基于角色的访问控制', '软件工程']"
基于Django的网络交换机管理系统设计与实现,"['交换机', 'Django', '网络管理', '端口聚合', 'VLAN']"
基于Django的单文件法创建静态网站,"['Django开发框架', 'Python语言', 'Web开发框架', '单文件', '静态站点']"
基于树莓派的快件揽收系统,"['快件揽收', 'Python', 'Django', '树莓派', 'SimpleCV']"
信息系统安全检测框架的设计与实现,"['信息系统', '安全检测', '框架']"
基于网络数据分析的会展评估关键技术研究,"['网络数据', '会展评估', '数据分析', '可视化']"
基于Ceilometer的云监控平台设计与实现,"['云监控', 'Ceilometer', '宿主机', '虚拟机', '面板']"
基于Shell脚本Solaris操作系统远程管理系统的设计与实现,"['Solaris操作系统', '网络自动安装', '版本自动升级', '环境配置', '自动化测试']"
知识库质量控制平台的设计与实现,"['知识图谱', '知识数据', '数据质量', '数据监控', 'Django框架']"
基于移动Web的伺服驱动器远程诊断控制系统的设计与实现,"['远程诊断', '远程控制', '移动Web', 'Django框架', 'WebSocket']"
某区中医院信息管理系统设计与实现,"['信息管理系统', '设计', '实现']"
基于Django框架的图书管理系统的设计与实现,"['图书管理', 'MIS', 'Django', 'ORM', '信息化']"
基于Django和数据库优化策略的比特币信息查询系统,"['比特币', '区块链', 'Django', 'MySQL', '性能优化']"
基于Hadoop和Django的大数据可视化分析Web系统,"['Hadoop', 'Django', '大数据', '可视化', '作业调度算法']"
基于安卓平台的平板点餐系统的设计与实现,"['Android', '点餐系统', '电子菜单', 'C/S', 'Django']"
鼠疫耶尔森氏菌基因组重注释及其跨组学数据库系统的构建,"['鼠疫菌', '重注释', '组学数据库', 'web service系统']"
基于案例推理技术的煤矿瓦斯爆炸事故安全预警系统研究,"['瓦斯爆炸', '案例推理', '需求分析', 'Django']"
基于ErlangOTP和Django的WEB实时会话系统的设计与实现,"['Django', 'Erlang/OTP', 'Comet', '实时会话']"
基于BigPipe的百川广告监控系统的设计与实现,"['实时监控', 'Django框架', 'ODP平台', 'BigPipe数据传输系统']"
数易商务智能支持系统的设计与实现,"['商务智能', '数据立方体', '组件化', '可配置化']"
基于Docker的服务器运维平台的设计与实现,"['云计算', '虚拟化', 'Docker', 'Django', '运维平台']"
智能社区养老服务系统的设计与实现,"['智能社区养老', '面向服务体系架构(SOA)', '进程管理', 'Erlang/OTP', 'Django']"
移动设备管理工具的设计与实现,"['MDM', '信息安全', 'WSGI协议', '移动应用管理', 'MQTT']"
昆汀塔伦蒂诺黑色暴力电影叙事艺术研究,"['昆汀·塔伦蒂诺', '叙事艺术', '叙事特征', '叙事模式', '叙事策略']"
英雄的挽歌20世纪90年代以后美国西部片叙事策略研究,"['20世纪90年代以后', '美国西部片', '电影类型', '叙事策略']"
基于智能WiFi的客流统计系统设计,"['客流统计', 'OpenWRT', 'Libpcap', 'Sniffer', 'MAC地址']"
Python动态特性对软件维护的影响研究,"['Python动态特性', '易变性', '易错性', '软件维护', '人工代码审查', '实证研究']"
基于Django的模型参数分析系统的设计与实现,"['模型参数分析', 'Django应用框架', 'shell脚本', 'python第三方数据分析库']"
采用kNN算法的移动平台交友软件的设计与实现,"['kNN算法', '好友匹配', 'i OS移动开发', '交友']"
基于Android平台的停车系统设计与实现,"['Android', '地图导航', '第三方支付', 'Django']"
基于Appium的移动端自动化测试项目的设计与实现,"['Appium', '自动化测试', 'python', '移动平台', 'Django']"
基于Web的基本科研业务费管理系统的设计与实现,"['基本科研业务费', '工作流', '信息检索', 'Django']"
基于WEB的制造业工艺管理系统设计与实现,"['制造业工艺管理系统', 'CAPP', 'Django', '工序路线推荐算法', '质量缺陷诊断算法']"
基于Web的制造业库存管理系统的设计与实现,"['制造业', '库存管理', 'Django', '网络流']"
海量销售数据处理平台的设计与实现,"['云计算', '大数据', '数据分析', '数据挖掘', 'Hadoop', 'MapReduce', 'HDFS']"
基于云GIS的物流信息服务模式及配送路径优化研究,"['云计算', '物流配送系统', '配送路径模型', 'GIS服务']"
基于图像识别的搜题系统的研究与实现,"['字符识别', '图像处理', 'Tesseract', '搜题']"
昆廷塔伦蒂诺电影的暴力表现形式研究,"['昆廷·塔伦蒂诺', '表现形式', '视听语言']"
基于Django的高性能地学计算Web系统的设计与实现,"['高性能地学计算', 'Web服务', 'Django', '通用模板']"
Neox引擎手机游戏通用场景性能测试平台的设计与实现,"['安卓手机游戏', '场景性能测试', '任务调度']"
大视场光学瞬变源认证系统的设计与实现,"['交叉认证', '光变数据可视化', 'Django框架', 'MVT模式']"
基于云计算的服务托管与交付系统的研究与实现,"['云计算', '托管', '交付', '中间件服务', 'Web应用']"
服务创新平台工具迁移及资源监控管理,"['OpenStack Django', '工具迁移', '资源监控', '资源整合']"
内蒙古某高校人事工资管理系统的设计与实现,"['自动化办公', 'Python', 'Django', 'RBAC']"
作者理论视域下昆汀塔伦蒂诺的电影,"['作者理论', '昆汀·塔伦蒂诺', '电影艺术']"
基于Django的快件揽收服务器的开发与应用,"['快件揽收服务器', 'Django', 'Python']"
服务创新平台中环境部署和应用部署的研究与实现,"['OpenStack', 'Puppet', '部署', 'Nginx']"
一种个性化智能家居控制系统的设计与实现,"['智能家居', 'IOS', '个性化', 'MVC']"
Word信息技术课堂自动化评测系统设计与实现,"['OLE自动化', 'Web技术', 'Word信息技术课']"
光子交换机监测和管理系统的设计和实现,"['光子交换机', '监测和管理系统', '网络实验平台', '网络搭建与重构']"
基于Python Django的可扩展智能家居系统,"['Python Django', '智能家居', '可扩展性']"
基于用户行为的社交电视推荐算法研究,"['社交电视', '用户行为', '推荐', '标签', '情感']"
网络学习者资源应用行为研究,"['在线教育', '资源应用行为', '学习行为分析', '学习行为分析工具']"
学习资源协同聚合模式研究,"['结构化学习资源', '非结构化学习资源', '协同聚合']"
面向农业工厂化生产过程控制的研究,"['过程控制', 'Django', 'BP神经网络', '共轭梯度法', '希尔伯特黄变换', '小波变换']"
面向教育资源的智能搜索平台的研究与应用,"['智能搜索', '教育资源', '评分规则', '自动分类', 'TF-IDF']"
嵌入式无源激振信息处理与传输系统设计与实现,"['嵌入式系统', 'C8051F340', 'AD637', 'PID控制', 'Web']"
Web app在移动药品管理中的应用探索,"['移动医疗', 'HTML5', 'AJAX']"
气候观测综合计量检定技术业务管理系统设计与实现,"['气象探测', '计量检定', '业务管理系统', 'MFC', 'Django']"
北欧针织研究及其服饰图案数据库系统开发,"['北欧针织', '地域特色', '服饰图案', '网络数据库']"
证券期货市场管理系统的设计与实现,"['证券信息管理', 'Python', 'Django', 'ORM']"
基于Django框架的可视化地震目录服务系统,"['Django', '地震目录', '服务系统']"
基于Django框架的载体管理系统的设计与实现,"['Django', 'Python', 'B/S 架构', 'Mysql', '载体管理', 'MVC 模式']"
基于Django的规划勘测设计单位经营管理系统开发,"['经营管理系统', 'ERP', 'Django', 'Python']"
云存储校园版管理系统的设计与实现,"['云存储', 'OpenStack', 'Swift', 'SSO', 'OAuth']"
通用小规模Web集群作业系统的设计与实现,"['集群', '集群管理', '作业调度', '任务模板', 'Web应用', 'Django']"
一种自动化测试系统集成方案的设计与实现,"['自动化测试', '集成环境', '任务调度', '定时服务']"
基于Django的测试工作平台的设计实现,"['测试工作平台', 'Django web开发', 'appium服务器', '自动化测试']"
昆汀电影中的荒诞性及其表现方式,"['昆汀·塔伦蒂诺', '荒诞', '表现方式']"
基于Django技术的网页数据模型建立,"['Django技术', '网站建设', '数据模型']"
基于Web的Python3编程环境,"['python3', 'web', '编程环境', '远程代码共享', 'Django']"
Linux系统自动化运维管理平台实现及应用,"['Linux系统', '运维', '自动化', 'Python', 'Django']"
基于openstack的虚拟机定时任务的设计与实现,"['openstack', '虚拟机定时任务', 'horizon dashboard', 'Django']"
移动经验采样系统开发及在健身信息需求研究中的应用,"['日记研究', '经验采样法', '信息需求', '运动健康', '移动开发']"
基于Web的Python编程环境研究,"['web', 'python', '编程环境', '代码转换', '远程代码分享']"
edX体系结构分析研究及功能扩展,"['MOOC', '开源edX', '体系结构', '功能扩展', 'XBlock']"
Open edX多语言支持和本地化技术研究,"['国际化', '本地化', 'edX', '资源文件', '新农慕课']"
宿主机自动选择策略研究及在云GIS平台中的应用,"['云计算', '地理信息系统', '负载预测', '负载均衡']"
电影中的个人标签视听元素探索以昆汀塔伦蒂诺作品为例,"['个人标签', '视听元素', '电影风格']"
菏泽市立医院医疗设备效益分析软件设计与开发,"['大型医疗设备', '效益分析', 'Python', 'Django']"
基于Django框架的故障诊断和安全评估平台,"['故障诊断', '安全评估', '符号有向图(SDG)', 'Django']"
考虑安全的博士论文评审系统的研究和实现,"['信息化', '安全风险', '访问控制', '身份认证', 'Django框架']"
极致优雅  Peugeot Django150i,['nan']
法兰西的浪漫与激情  标致全新复古踏板车Django150i正式发布,['nan']
基于云平台的分布式视频转码系统的设计与实现,"['视频转码', '分布式系统', '云平台']"
基于RFID的通用航空机库管理系统的设计与实现,"['机库管理', '射频识别', 'Django框架', 'Winform开发技术']"
服务器集群监控系统的设计与实现,"['集群技术', '集群监控', '数据采集']"
面向生产过程的故障诊断与安全评估系统,"['符号有向图', '故障诊断', '安全评估', '开源系统']"
基于虚拟化的云桌面管理平台设计与实现,"['云计算', 'XenServer', '虚拟化', '云桌面']"
基于Jenkins的日志分析平台系统的设计与实现,"['Jenkins Django', '沙箱', 'linux用户', 'linux进程']"
自动化补丁和自服务系统EasyPatch的设计与实现,"['自动化运维', '安全补丁', 'Django框架', 'Celery框架']"
基于Web的大创项目管理系统的设计与实现,"['大学生创新创业训练计划', 'Django', '任务分配算法', '数据库热备份']"
基于REST架构风格的电机制造物联网系统,"['REST', '物联网', '电机制造', '传感节点']"
基于DjangoHTML5技术的全媒体快速发布系统设计与实现,"['全媒体融合', '快速发布系统', '媒资', '响应式布局']"
基于WEB的制造业采购管理系统的设计与实现,"['采购管理系统', 'Django', 'Nginx', '关联规则']"
无限进化  Django150i奢华复古踏板车惊艳亮相,['nan']
航空维修信息系统的设计与实现,"['航空维修', 'Python', 'Django', 'Bootstrap']"
推荐系统综合仿真平台评估框架的研究与实现,"['推荐系统', '仿真平台', '数据采样', 'Django']"
基于Django的气象数据共享平台的设计和实现,"['数据库', '气象数据', '气象信息共享']"
基于Django的高校合同制人员管理系统,"['合同制人员', '管理系统', 'Django']"
基于网络拓扑理论的高速列车可靠性分析系统的研究与实现,"['高速列车系统', '网络拓扑理论', '系统可靠性', '可靠性模型', '蒙特卡罗']"
基于邮箱系统的个性化推荐算法研究,"['数据挖掘', '推荐系统', '电子邮件', '兴趣向量', '反馈推荐']"
网箱养殖多参数无线监控系统的研究与设计,"['网箱养殖', '数据采集', '无线传感网络', '监控系统', '远程固件无线更新']"
基于Django的自动化运维管理系统的设计与实现,"['系统运维', '自动化', 'Django']"
Django框架在web开发中的应用,"['Django', 'web开发', 'python', '博客']"
基于开源edX的新农慕课的实现与扩展,"['edX', '新农慕课', '实现', '视频', '扩展']"
基于Django框架的两种Web地震目录分页方法,"['Django', '地震目录', 'Web', '分页']"
MOOC课程在线编辑系统的设计与实现,"['MOOC', '在线编辑', '设计与实现', 'Django框架']"
问题引导的跨学科数字资源整合技术研究,"['问题引导', '资源整合', '资源关联', '学习效率']"
异构网络环境下基于策略的接入控制网关的设计与实现,"['异构网络', '基于策略的接入控制', '隧道', '基于Web的网络管理']"
NGBOSS邮轮旅游信息管理系统的设计与实现,"['后台管理系统', 'B/S 服务模式', 'Bootstrap 框架', 'Django 框架']"
高性能计算中作业调度技术与集群管理系统的研究,"['作业调度', 'Torque', '自定义优先级', '回填策略', 'BLPRB策略']"
基于Django的实验室设备管理系统设计与实现,"['实验室设备管理系统', 'Django', 'Python']"
基于Python语言编程特点及应用之探讨,"['python', 'webgame', 'django', '云计算', '大数据']"
基于XEN的桌面虚拟化系统实现及应用研究,"['桌面虚拟化', 'HTML5', 'Web版远程桌面访问', 'XEN']"
基于Django的编程题互评系统的设计与实现,"['程序设计', '互评', '作业判分', 'Django', 'Python']"
基于Django的高校合同制人员管理系统研究,"['合同制人员', '管理系统', 'Django']"
基于SOA架构的电力营销系统的设计与实现,"['电力营销系统', 'SOA', 'MVC', 'Django', '数据挖掘']"
虚拟网络防护系统的设计与实现,"['云计算', '多租户', '虚拟化', '云安全', '安全域']"
温州社区警务管理与预警系统的设计与实现,"['社区警务', 'Django', '数据仓库', '警务数据分析', 'Python', 'Ajax']"
基于蓝牙的手持式RFID读写器设计及智能仓储管理应用,"['射频识别系统', '蓝牙', '特高频', '数据库', '安卓']"
基于Django的日程协作系统的设计与实现,"['Python', 'Django', 'Eclipse', 'MySQL', '日程协作']"
基于Python和MySQL的企业营销管理系统,"['营销管理', '数据库', 'Python技术', 'MySQL系统']"
基于edX的MOOC互动交流平台的设计与实现,"['edX', 'MOOC', '互动讨论', '作业互评', '在线测试']"
基于Django框架管理界面自动生成模块的设计与实现,"['Django', 'Python', 'MVC', '管理界面']"
基于Web日志的入侵检测系统实现,"['Web安全', '日志分析', '入侵检测', '特征匹配']"
面向教学的笔记wiki系统的设计与实现,"['笔记wiki系统', 'Android', 'Django', '系统设计']"
基于WiFi自组网的船舶视频监控系统的研究,"['视频监控', 'Wi-Fi自组网', 'H.264编解码', '入侵检测', 'Web服务']"
基于Django的日志分析系统的设计与实现,"['日志分析系统', 'Django框架', 'Logstash', '分布式存储']"
基于信息可视化与数据挖掘的高校图书馆推荐系统的设计与实现,"['高校图书馆', '推荐系统', '信息可视化', '数据挖掘']"
铁路干线无线Mesh网络管理模型与故障诊断算法研究,"['无线Mesh网络', '网络管理', '故障诊断算法', 'BATMAN-adv', '决策树', '故障恢复']"
基于Django框架的生物信息网站建设,"['Django', '生物信息', '数据库']"
广东电力企业人事管理信息系统的设计与实现,"['电力企业', '人事管理', '信息系统', 'Browser/Server']"
基于Android平台的老年桌面系统,"['老年桌面', 'android', '系统', '老年人']"
基于OpenStack云计算平台的虚拟网络映射系统的研究与搭建,"['OpenStack', '云计算', '虚拟网络嵌入式', '虚拟机', '图形用户界面', '资源分配']"
基于增强现实技术的虚拟留言墙系统的设计与实现,"['增强现实', 'Vuforia', '基于地理位置服务', 'Web服务']"
网络视频监控管理平台的设计与实现,"['管理平台', 'Django', 'Extjs', 'Google Maps API']"
快递业务系统货件派送异常自动侦测流程的研究,"['物流派件异常侦测', '异常预警', '数据可视化', '物流ERP', 'Python Web']"
基于Django开发的桥梁健康监测数据查询的web应用,"['Django', 'web框架', 'python', '桥梁监测']"
网络渗透测试综合实验平台技术研究与实现,"['网络渗透测试', '实验平台', '渗透测试工具', '主题爬虫', '漏洞信息', '网络扫描']"
基于Openstack的企业云桌面管理平台的设计与实现,"['云计算', 'IaaS', '云桌面', 'Openstack']"
基于Django和Netfilter的流量监控系统的设计与实现,"['流量监控', 'Django', 'Netfilter', 'Iptables']"
基于Kerberos的Web应用系统的认证系统设计与实现,"['Django', 'SPNEGO', 'Kerberos', 'HTTP', '开源软件']"
高中课程排课系统的分析与设计,"['排课', 'Python', 'B/S架构']"
基于隐马尔柯夫模型的Web应用防火墙的设计与实现,"['Web应用防火墙', 'WAF', '隐马尔柯夫', 'HMM', '入侵检测']"
Django框架Web数据查询分页技术研究,"['Django', '分页', 'Web应用', 'Python']"
反身式电影及其修辞昆汀塔伦蒂诺的电影手法评析,"['昆汀·塔伦蒂诺', '影片间性', '反身式电影', '戏仿', '拼贴', '突转', '反讽']"
调度自动化主站运行监视系统的设计与实现,"['调度自动化', '监视', '系统']"
基于Django框架的实时课堂投票系统设计与实现,"['投票系统', 'Python语言', 'Django框架', 'Web站点', 'MVC模式']"
基于Django的英语在线视频教学系统的设计与实现,"['Django', 'MVC', '英语在线教学']"
基于移动数据业务的DPI系统的研究及应用,"['数据业务', '流量经营', 'DPI系统']"
基于NS3的虚拟网络实验室构建及可视化实现,"['NS3', 'Python', 'Django', 'JavaScript', 'HTML5']"
基于分布式协调服务的集群管理的设计与实现,"['集群', '集群管理', '分布式协调服务', 'Agent服务', 'Web应用']"
UEFI BIOS的自动化测试框架的设计与实现,"['自动化测试', '平台代理', '图像比对']"
基于Android手机的智能插座设计,"['Android', '智能插座', '蓝牙', 'Wi-Fi', '微信', '云计算', '智能家居']"
流媒体服务系统核心技术的研究与实现,"['流媒体', 'VLC', 'RTMP', 'Django', '负载均衡']"
远程网络视频监控管理平台的研究与实现,"['物联网', '视频监控', '管理平台', 'Django', '地图定位']"
基于Django框架的设备管理系统的设计与实现,"['设备管理系统', 'Django', '网络化']"
3D影视动画制作管理系统的设计与实现,"['3D影视动漫', '项目管理', '任务调度']"
基于Django的校园管理系统的分析与开发,"['校园管理系统', 'Django框架', 'B/S架构', 'MVC', 'Python']"
基于Django的Blog系统的开发与实现,"['Django', 'Python', '网络应用', 'Blog', '登录界面']"
云计算在教学标本数字化共享平台建设中的应用,"['云计算', '教学标本数字化', 'Google Apps', 'Google App Engine', 'Python']"
基于Django的数据持久化研究,"['对象关系映射', '持久化', 'Django']"
基于Internet的妊娠期高血压疾病远程监测与管理系统,"['妊娠期高血压疾病', '远程医疗', '脉搏波', 'Web数据库']"
极地标本资源共享平台系统设计与实现,"['Python', 'Django', '南北极', '标本样品', '资源检索', '资源申请', '数据链']"
基于非参数贝叶斯学习的多语言人名音译研究,"['人名音译', '人名起源', '过拟合', '无监督聚类', '狄利克雷混合模型']"
APP标签挖掘及应用系统的设计与实现,"['标签挖掘', '垂直搜索', '关键词抽取', '查询日志', 'App标签']"
基于Django框架的校园预约打印网站设计与实现,"['预约打印', 'Django框架', 'Web应用开发', 'MVC模式', 'B/S架构', '云打印']"
基于Django的数据收集系统的设计与实现,"['Django框架', 'MTV模式', 'AJAX', '模版', 'INI文件']"
基于Django框架的存储资源管理系统的设计与实现,"['Django', 'Restful', 'ZeroMQ', '存储管理']"
中药综合数据库沟通中西药研究的桥梁,"['中医药', '中药组分', '药物', '疾病', '小分子-蛋白质相互作用']"
基于REST架构的web服务技术研究,"['表述性状态转移', 'web服务', '超媒体', '敏捷框架']"
基于PYTHON的大型医疗设备成本效益分析软件的开发,"['设备成本效益分析', 'HIS数据整合', 'Python技术']"
可扩展网络附属存储系统集群模块的设计与实现,"['可扩展NAS', '网络通信', 'Django框架', '权限管理', '性能监控']"
随看面向用户的视频聚合解决方案,"['视频聚合', 'iOS', 'python', 'django', 'JavaScript', 'bookmarklet']"
特殊教育数字化平台的设计与实现,"['特殊教育', '数字化', '云计算', 'Django', 'Eucalyptus']"
