标题,关键字
基于BS的医务管理系统设计与实现,"['B/S', '模式SSM框架', '业务管理', '信息维护']"
基于SSM框架的WEB系统秒杀优化设计,"['秒杀', '高并发', 'SSM', 'MySQL', '优化']"
基于SSM框架的网上题目录入答题系统设计,"['答题网站', '框架', '数据库开发']"
基于OPC的工业设备Web监测系统设计与开发,"['OPC', '异步通信', 'Socket', 'WebSocket', '工业设备监测系统']"
电子政务互联互通测试指标体系研究及测试平台设计,"['电子政务', '互联互通', '测试指标体系', '测试平台']"
便携式卫星地球站大数据采集系统的研究与设计,"['便携式卫星地球站', '大数据', '数据采集', '数据处理']"
基于MMTD的大数据质量评价方法研究,"['大数据质量评价', '中介真值程度度量(MMTD)', 'Hadoop', 'SSM']"
软件销售项目管理系统的设计与实现,"['WBS管理', '项目立项管理', '总体计划管理', 'MVC', 'SSM']"
基于室内定位数据的可视化系统设计与实现,"['位置服务', '电子围栏', '数据可视化', 'SSM']"
家电企业客户服务管理系统的设计与实现,"['客户服务管理', '服务机构管理', '基础数据管理', 'MVC', 'SSM']"
昆明市劳动就业职业计能培训系统的设计与实现,"['技能培训', '劳动力', '计划个任务管理', 'B/S', 'SSM框架']"
母婴乐园APP设计与实现,"['母婴APP', 'AngularJS', '照片墙', '百日宴']"
基于SSM框架的高校在线考试系统研究,"['SSM技术', '在线考试系统', '系统设计']"
基于SSM的酒店客房管理系统的设计,"['SSM', '酒店管理', 'MySQL', 'html5']"
基于Android平台的家政应用订单模块开发,"['Android', '家政', '订单', 'SSM框架', 'web后端']"
基于SSM轻量级架构的JAVAWEB人才培养,"['框架', '架构', '设计模式', '依赖注入']"
基于SSM的某航空救援调度系统的设计与实现,"['航空救援', '调度系统', 'SSM框架']"
基于Android的安防巡更管理系统设计,"['数字水印', 'Android', '自动化', '巡更系统']"
基于SSM框架的县城供水管理系统的设计,"['信息化供水管理', 'GIS监测', 'SSM框架', 'Java EE']"
基于SOASSM的智慧园区综合管理平台设计,"['物联网', '云计算', 'SOA', 'SSM', '园区管理平台']"
基于SSM的企业数据清洗平台设计与实现,"['数据清洗', 'SSM', '数据冗余', 'maven']"
基于位置的冷链运输监控系统研究与实现,"['农产品冷链运输', '轨迹压缩', 'LZW', '面向对象', 'SSM框架']"
学术会议综合服务系统的设计与实现,"['会议管理', 'SSM框架', '信息化管理', 'B/S架构']"
汽车资讯信息平台系统的设计与实现,"['Java', 'B/S架构', 'SSM框架', 'MySQL']"
基于SSM的食品药品检验业务网上受理系统的设计与实现,"['SSM', 'spring MVC', 'spring4', 'MyBatis', 'pure', '网上业务受理系统', '响应式']"
基于协同过滤算法的个性化医疗推荐系统设计与实现,"['协同过滤算法', '个性化医疗推荐系统', 'SSM框架']"
基于SSM框架的图书管理系统的设计与实现,"['图书管理系统', 'B/S架构', 'SSM', 'MySQL']"
基于HTML5和SSM的移动Web App开发,"['HTML5', 'SSM', 'Web App', '教学资源推荐平台']"
基于SSM框架的客户管理系统设计与实现,"['客户关系管理', 'CRM', 'J2EE', 'SSM']"
电信业务施工信息管理服务系统的设计与实现,"['电信业务', '资源设备', '人员管理', '施工进度']"
交通服务信息发布平台设计与实现,"['交通服务信息发布平台', 'MVC设计模式', 'Ajax', 'Json', 'SSM']"
基于动态SSM的山东省入境旅游客源市场研究,"['山东省', '入境旅游市场', 'SSM分析方法']"
基于Web日志挖掘的个性化学习平台的设计与实现,"['个性化网上学习', 'Web日志挖掘', 'SSM框架', 'Apriori算法', 'K-Means算法']"
多维稀疏表示模型及其应用研究,"['合成稀疏表示模型', '分析稀疏表示模型', '字典训练', '多维信号重建', '张量', '多重线性']"
地表水热通量模拟尺度效应研究,"['水热通量', '尺度效应', '陆面过程模型', '遥感模型']"
基于SSM框架的资质管理系统开发,"['资质管理系统', 'SSM框架', 'MyBatis', 'Spring', 'OA系统']"
基于C2M模式的PCB定制服务平台的设计与实现,"['PCB', 'SSM框架', '在线定制', '智能报价']"
基于SSM框架游戏玩家交流平台设计与实现,"['卡牌识别', 'Lucene全文检索', 'SSM', 'Memcached', '稿件去重', 'LCS']"
企业办公自动化系统的设计与实现,"['办公自动化', 'SSM', 'Activiti']"
共享服务通用平台的设计与实现,"['共享服务', '层次分析法', 'SSM框架', 'Kendo UI', 'Redis']"
电网调控系统安全监控子系统的设计与实现,"['供电公司', '机房环境', '远程巡检', '异常告警', 'J2EE开发']"
基于JAVA的B2C电子商城设计与实现,"['电子商务', 'Java', 'B/S', 'SSM']"
自然人涉税风险预警系统的设计与实现,"['自然人', '税收征管', '风险预警', 'SSM框架']"
供电信息采集平台现场调试子系统设计与实现,"['供电公司', '数据采集', '现场调试', 'SSM开发']"
智能电视内容融合系统的设计与实现,"['智能电视', '内容融合', 'EPG信息', 'SSM框架']"
基于SaaS模式的题库平台研究,"['SaaS模式', 'SaaS服务平台', '题库管理平台']"
基于SSM的车辆保险系统设计和实现,"['SSM框架', '车辆保险', 'web', '效率']"
高职计算机专业第二课堂教学改革研究与实践以浙江经贸职业技术学院为例,"['高职计算机专业', '第二课堂', '教学改革']"
基于SSM框架与嵌入式系统的农村应急广播系统设计,"['农村应急广播系统', '可寻址广播', 'SSM框架', '嵌入式系统']"
基于SSM框架技术的办公管理系统的研究,"['Spring', 'Spring MVC', 'Mybatis', '办公']"
基于Web和移动应用的高校学生信息管理平台,"['高校学生信息管理', '移动开发', 'SSM框架', 'DCLOUD', 'AOP']"
国有资产监督管理系统设计与实现,"['国有资产管理', '产权登记子系统', '层次分析法', '神经网络', 'SSM框架']"
某中学家校通信息管理系统的分析与设计,"['家校沟通', 'SSM框架', '教学管理', '请假销假']"
基于Web的物联网感知层测试实验系统的研究与实现,"['物联网', '感知层', 'J2EE多层体系结构', '能耗测试']"
基于贝叶斯框架的混频估计与预测,"['贝叶斯计量', '混频数据分析', '随机波动', '估计', '预测']"
岩石与流体物性数据存储管理的设计与实现,"['储层保护', 'SpringMVC', '分类标准', '代码自动生成', '数据壁垒']"
储层岩石学及敏感性数据库建设与应用,"['储层保护', '数据管理系统', 'SSM']"
BS架构水库温室气体监测数据管理系统设计与开发研究,"['水库', '温室气体', 'B/S架构', '管理系统', '三层架构']"
基于NFC标签的商品防伪与信息管理系统设计与实现,"['商品管理', '商品防伪', '数据加密', 'NFC标签', 'SSM框架', 'Android']"
二维火供应链采购平台运营后台系统的设计与实现,"['餐饮', '食品原料', '运营', 'SSM框架', 'Dubbo分布式框架', 'Solr搜索引擎', 'Velocity模板技术']"
马上消费金融活动管理系统的研究与实现,"['互联网消费金融', '高并发', 'SSM框架', 'B/S结构', 'MVC设计模式']"
基于RESTful的车贷管理系统的设计与实现,"['汽车金融', 'RESTful架构', 'SSM开发框架', '风控管理']"
基于百度API的县城供水信息管理系统的设计与实现,"['信息化供水管理', '百度地图API', 'SSM框架', 'JavaEE']"
智慧网络机房监控系统设计,"['监控', '机房', '移动']"
初中英语课堂互动的个案研究基于Walsh自我评估的教师话语框架,"['Walsh自我评估的教师话语框架', '第二语言课堂模式', '交际特色', '学习机会', '课堂交际']"
基于J2EE轻量级框架的高校教学档案管理系统设计与实现,"['教学档案', '云柜', '快速检索', '轻量级框架']"
面向高速公路的交通事故主动预防技术研究,"['交通事故主动预防', 'NaSch模型', 'NS3', '车车通信', '交通安全信息服务平台']"
电梯遥检遥测系统安全性评估子系统的开发,"['电梯安全性评估', '模糊综合评价', '证据融合', 'Java', 'WEB服务器', 'MySQL']"
基于移动互联的农产品溯源系统设计与实现,"['农产品溯源', '移动互联网', '防伪QR码', 'Web应用系统']"
组合评级模型在医药流通企业供应商评级中的应用研究,"['医药供应商', '组合评级', '层次分析', '有序多分类logistic回归', 'SSM框架']"
基于Hadoop的房地产交易大数据分析应用系统,"['房地产', 'Hadoop', '大数据', '一平台两系统']"
基于微信公众号通信运营商管理平台的设计与实现,"['微信公众号', '通信业务', '开发者模式', 'SSM框架']"
基于JSP的考试后台管理系统的设计与开发,"['jsp', 'b/s结构', 'Oracle数据库', '后台管理系统']"
基于SSM框架的某企业员工档案管理系统的设计与实现,"['员工档案管理', 'SSM框架', '指纹管理']"
移动交易容错设计与实现,"['高负载', '移动交易', '最终一致性', '容错机制', '长事务']"
面向服务架构的高校移动教学辅助平台研究,"['面向服务', '教学辅助', '分层模型', '负载均衡']"
基于SSM的文本信息处理系统设计与实现,"['文本处理', 'Web应用', 'SSM框架', '爬虫']"
基于工作流的设备租赁管理系统的设计与实现,"['工作流', 'Activiti', 'SSM', '设备租赁管理系统']"
基于SSM框架的Web系统研究与应用,"['Web应用', 'SpringMVC', 'Spring', 'Mybatis', '框架']"
培训商务综合管理平台的设计与实现,"['在线教育', '通用架构', 'SSM框架', '单点登录', '远程调用']"
基于分布式服务框架Dubbo的集群式服务器的研究与实现,"['软件结构复杂', '访问量大', '服务器集群', 'Dubbo', '系统设计与实现']"
宁夏电信安全管理系统漏洞管理模块的设计与实现,"['宁夏电信', '网络安全', '安全管理系统', '漏洞管理']"
基于SSM的高校二手书交易系统的实现,"['二手书交易', 'JAVA', 'SSM', 'mysql']"
社区居家养老服务系统的设计与实现,"['居家养老', '紧急呼救', 'SSM框架', 'hadoop集群']"
基于android的脸部识别校园服务APP的研究与开发,"['校园服务', '安卓应用', '脸部识别', 'SSM框架', 'MySQL数据库']"
基于SSM框架的C2C资金交易平台的设计与实现,"['C2C交易平台', 'SSM框架', 'Spring', 'MySQL数据库']"
道路运输安全监管数据服务平台的设计与实现,"['移动互联网', '图片压缩与批量上传', '二维码识别证', '安全监管数据服务平台']"
基于SSM的电力设备管理系统的设计与实现,"['电力设备', '管理系统', 'SSM', 'MVC']"
基于呼叫中心的企业配置系统设计与实现,"['呼叫中心', '企业配置系统', '查询器', 'SSM']"
猎头企业人才推荐管理系统设计与实现,"['SSM框架', '管理系统', '信息采集', '推荐算法']"
基于Kmeans算法的运维管理系统的设计与实现,"['运维管理系统', 'Java', 'SSM', 'Angular JS', 'K-means', '聚类分析']"
基于SSM框架技术的刀具管理系统研究,"['SSM框架', '刀具管理', '系统框架', '功能模块']"
基于SSM框架的在线共享笔记应用系统的设计与实现,"['SSM框架', '效率', '共享笔记', '可扩展性']"
装备平行仿真技术的基础理论问题,"['平行仿真', '模型演化', '平行系统', '动态数据驱动应用系统', '共生仿真', '维修保障', '剩余寿命']"
基于SSM框架的思想政治工作方法分析系统设计与实现,"['数据分析', '思想政治工作', '效果评分', 'Spring MVC', 'MyBatis']"
基于SaaS模式的固定资产管理系统的设计与实现,"['固定资产管理', 'SaaS模式', '多租户', 'nginx']"
基于框架的高校科研管理系统的研究,"['高校科研', '项目经费', '信息化', '框架']"
基于云计算的高校学生就业平台的设计与实现,"['云计算', 'SSM框架集', '管理平台']"
电梯巡检管理信息系统的设计与实现,"['电梯巡检系统', 'SSM', 'Android客户端', '最短路径']"
基于SSM框架整合的高校教师招聘系统,"['招聘系统', 'SSM框架', '分层设计', '开源框架']"
